RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalary,TenureAge,ScoreAge,tenure_age,tenure_salary,score_age,score_salary,newAge,newCreditScore,AgeScore,BalanceScore,SalaryScore,newEstimatedSalary,score_balance,age_balance,balance_salary,age_hascrcard,product_utilization_rate_by_year,product_utilization_rate_by_salary,countries_monthly_average_salaries,Germany,Spain,Female,Male
99,15604348,Allard,710,22,8,0,2,0,0,99645.04,0,0,0.363636364,32.27272727,1.6,8.03E-05,142,0.007125292,14,8,1,1,5,8303.753333,0,0,0,0,0.25,2.01E-05,3.679110914,FALSE,TRUE,FALSE,TRUE
100,15633059,Fanucci,413,34,9,0,2,0,0,6534.18,0,0,0.264705882,12.14705882,0.529411765,0.001377373,24.29411765,0.063206095,25,1,3,1,1,544.515,0,0,0,0,0.222222222,0.000306083,0.147325487,FALSE,FALSE,FALSE,TRUE
101,15808582,Fu,665,40,6,0,1,1,1,161848.03,0,0,0.15,16.625,0.260869565,3.71E-05,28.91304348,0.004108793,34,6,5,1,9,13487.33583,0,0,0,0.025,0.166666667,6.18E-06,3.649170951,FALSE,FALSE,TRUE,FALSE
102,15743192,Hung,623,44,6,0,2,0,0,167162.43,0,0,0.136363636,14.15909091,0.222222222,3.59E-05,23.07407407,0.003726914,38,4,7,1,9,13930.2025,0,0,0,0,0.333333333,1.20E-05,3.768994183,FALSE,FALSE,TRUE,FALSE
103,15580146,Hung,738,31,9,82674.15,1,1,0,41970.72,0,1.969805379,0.290322581,23.80645161,0.642857143,0.000214435,52.71428571,0.017583687,22,9,2,5,3,3497.56,112.0245935,2666.908065,1.969805379,0.032258065,0.111111111,2.38E-05,0.946309524,FALSE,FALSE,FALSE,TRUE
104,15776605,Bradley,528,36,7,0,2,1,0,60536.56,0,0,0.194444444,14.66666667,0.368421053,0.000115633,27.78947368,0.008722002,29,2,4,1,3,5044.713333,0,0,0,0.027777778,0.285714286,3.30E-05,2.235141043,FALSE,TRUE,FALSE,TRUE
106,15613854,Mauldon,622,46,4,107073.27,2,1,1,30984.59,1,3.455694266,0.086956522,13.52173913,0.137931034,0.000129096,21.44827586,0.020074495,42,4,7,6,2,2582.049167,172.1435209,2327.679783,3.455694266,0.02173913,0.5,6.45E-05,1.14401824,FALSE,TRUE,TRUE,FALSE
107,15599195,Stiger,582,32,1,88938.62,1,1,1,10054.53,0,8.845626797,0.03125,18.1875,0.066666667,9.95E-05,38.8,0.057884357,31,3,2,5,1,837.8775,152.8154983,2779.331875,8.845626797,0.03125,1,9.95E-05,0.176767405,TRUE,FALSE,FALSE,TRUE
108,15812878,Parsons,785,36,2,99806.85,1,0,1,36976.52,0,2.699195327,0.055555556,21.80555556,0.105263158,5.41E-05,41.31578947,0.021229688,34,10,4,6,2,3081.376667,127.1424841,2772.4125,2.699195327,0,0.5,2.70E-05,0.650079466,TRUE,FALSE,TRUE,FALSE
109,15602312,Walkom,605,33,5,150092.8,1,0,0,71862.79,0,2.08860246,0.151515152,18.33333333,0.3125,6.96E-05,37.8125,0.008418821,28,4,3,10,4,5988.565833,248.0872727,4548.266667,2.08860246,0,0.2,1.39E-05,2.65333001,FALSE,TRUE,FALSE,TRUE
110,15744689,T'ang,479,35,9,92833.89,1,1,0,99449.86,1,0.933474316,0.257142857,13.68571429,0.5,9.05E-05,26.61111111,0.004816497,26,1,4,5,5,8287.488333,193.8077035,2652.396857,0.933474316,0.028571429,0.111111111,1.01E-05,1.74841526,TRUE,FALSE,FALSE,TRUE
111,15803526,Eremenko,685,30,3,90536.81,1,0,1,63082.88,0,1.435204131,0.1,22.83333333,0.230769231,4.76E-05,52.69230769,0.010858731,27,7,2,5,4,5256.906667,132.1705255,3017.893667,1.435204131,0,0.333333333,1.59E-05,1.109052039,TRUE,FALSE,FALSE,TRUE
112,15665790,Rowntree,538,39,7,108055.1,2,1,0,27231.26,0,3.968053627,0.179487179,13.79487179,0.318181818,0.000257058,24.45454545,0.019756706,32,2,5,6,2,2269.271667,200.8459108,2770.64359,3.968053627,0.025641026,0.285714286,7.34E-05,0.478749297,TRUE,FALSE,FALSE,TRUE
113,15715951,Thorpe,562,42,2,100238.35,1,0,0,86797.41,0,1.15485416,0.047619048,13.38095238,0.08,2.30E-05,22.48,0.006474848,40,2,6,6,5,7233.1175,178.3600534,2386.627381,1.15485416,0,0.5,1.15E-05,1.957012311,FALSE,FALSE,FALSE,TRUE
114,15591100,Chiemela,675,36,9,106190.55,1,0,1,22994.32,0,4.61812091,0.25,18.75,0.473684211,0.000391401,35.52631579,0.029355076,27,6,4,6,2,1916.193333,157.3193333,2949.7375,4.61812091,0,0.111111111,4.35E-05,0.849000148,FALSE,TRUE,FALSE,TRUE
115,15609618,Fanucci,721,28,9,154475.54,2,0,1,101300.94,1,1.524917143,0.321428571,25.75,0.818181818,8.88E-05,65.54545455,0.007117407,19,8,1,10,6,8441.745,214.2517892,5516.983571,1.524917143,0,0.222222222,1.97E-05,1.780958861,TRUE,FALSE,FALSE,TRUE
116,15675522,Ko,628,30,9,132351.29,2,1,1,74169.13,0,1.784452507,0.3,20.93333333,0.692307692,0.000121344,48.30769231,0.008467135,21,5,2,8,4,6180.760833,210.7504618,4411.709667,1.784452507,0.033333333,0.222222222,2.70E-05,1.303957982,TRUE,FALSE,TRUE,FALSE
117,15705512,Welch,668,37,6,167864.4,1,1,0,115638.29,0,1.451633365,0.162162162,18.05405405,0.3,5.19E-05,33.4,0.005776633,31,6,4,10,6,9636.524167,251.294012,4536.875676,1.451633365,0.027027027,0.166666667,8.65E-06,2.033021976,TRUE,FALSE,TRUE,FALSE
118,15698028,Duncan,506,41,1,0,2,1,0,31766.3,0,0,0.024390244,12.34146341,0.041666667,3.15E-05,21.08333333,0.01592883,40,1,6,1,2,2647.191667,0,0,0,0.024390244,2,6.30E-05,0.716231512,FALSE,FALSE,TRUE,FALSE
119,15661670,Chidozie,524,31,8,107818.63,1,1,0,199725.39,1,0.53983437,0.258064516,16.90322581,0.571428571,4.01E-05,37.42857143,0.002623602,23,2,2,6,10,16643.7825,205.7607443,3478.020323,0.53983437,0.032258065,0.125,5.01E-06,3.511346519,TRUE,FALSE,TRUE,FALSE
120,15600781,Wu,699,34,4,185173.81,2,1,0,120834.48,0,1.532458368,0.117647059,20.55882353,0.235294118,3.31E-05,41.11764706,0.005784773,30,7,3,10,7,10069.54,264.9124607,5446.288529,1.532458368,0.029411765,0.5,1.66E-05,2.124375527,TRUE,FALSE,FALSE,TRUE
121,15682472,Culbreth,828,34,8,129433.34,2,0,0,38131.77,0,3.394370101,0.235294118,24.35294118,0.470588235,0.000209799,48.70588235,0.021714177,26,10,3,8,2,3177.6475,156.3204589,3806.862941,3.394370101,0,0.25,5.24E-05,0.859753111,FALSE,FALSE,FALSE,TRUE
122,15580203,Kennedy,674,39,6,120193.42,1,0,0,100130.95,0,1.200362326,0.153846154,17.28205128,0.272727273,5.99E-05,30.63636364,0.006731186,33,6,5,7,6,8344.245833,178.3285163,3081.882564,1.200362326,0,0.166666667,9.99E-06,3.697051765,FALSE,TRUE,FALSE,TRUE
123,15690673,Cameron,656,39,6,0,2,1,0,141069.88,0,0,0.153846154,16.82051282,0.272727273,4.25E-05,29.81818182,0.004650178,33,6,5,1,8,11755.82333,0,0,0,0.025641026,0.333333333,1.42E-05,3.180688131,FALSE,FALSE,TRUE,FALSE
124,15760085,Calabresi,684,48,10,126384.42,1,1,1,198129.36,0,0.637888398,0.208333333,14.25,0.322580645,5.05E-05,22.06451613,0.00345229,38,7,7,8,10,16510.78,184.7725439,2633.00875,0.637888398,0.020833333,0.1,5.05E-06,3.48328692,TRUE,FALSE,TRUE,FALSE
125,15779659,Zetticci,625,28,3,0,1,0,0,183646.41,0,0,0.107142857,22.32142857,0.272727273,1.63E-05,56.81818182,0.003403279,25,4,1,1,10,15303.8675,0,0,0,0,0.333333333,5.45E-06,4.140656791,FALSE,FALSE,TRUE,FALSE
126,15627360,Fuller,432,42,9,152603.45,1,1,0,110265.24,1,1.383966969,0.214285714,10.28571429,0.36,8.16E-05,17.28,0.003917826,33,1,6,10,6,9188.77,353.2487269,3633.415476,1.383966969,0.023809524,0.111111111,9.07E-06,2.486139069,FALSE,FALSE,FALSE,TRUE
127,15671137,MacDonald,549,52,1,0,1,0,1,8636.05,1,0,0.019230769,10.55769231,0.028571429,0.000115794,15.68571429,0.06357073,51,2,8,1,1,719.6708333,0,0,0,0,1,0.000115794,0.194716135,FALSE,FALSE,TRUE,FALSE
128,15782688,Piccio,625,56,0,148507.24,1,1,0,46824.08,1,3.171599741,0,11.16071429,0,0,16.02564103,0.013347833,56,4,8,9,3,3902.006667,237.611584,2651.915,3.171599741,0.017857143,1,2.14E-05,0.823208158,TRUE,FALSE,FALSE,TRUE
129,15575492,Kennedy,828,41,7,0,2,1,0,171378.77,0,0,0.170731707,20.19512195,0.291666667,4.08E-05,34.5,0.004831404,34,10,6,1,9,14281.56417,0,0,0,0.024390244,0.285714286,1.17E-05,3.864059569,FALSE,FALSE,TRUE,FALSE
130,15591607,Fernie,770,24,9,101827.07,1,1,0,167256.35,0,0.608808395,0.375,32.08333333,1.285714286,5.38E-05,110,0.004603712,15,9,1,6,9,13938.02917,132.2429481,4242.794583,0.608808395,0.041666667,0.111111111,5.98E-06,3.771111788,FALSE,FALSE,FALSE,TRUE
131,15740404,He,758,34,3,0,2,1,1,124226.16,0,0,0.088235294,22.29411765,0.176470588,2.41E-05,44.58823529,0.006101774,31,9,3,1,7,10352.18,0,0,0,0.029411765,0.666666667,1.61E-05,2.800914502,FALSE,FALSE,TRUE,FALSE
132,15718369,Kaodilinakachukwu,795,33,9,130862.43,1,1,1,114935.21,0,1.138575638,0.272727273,24.09090909,0.5625,7.83E-05,49.6875,0.00691694,24,10,3,8,6,9577.934167,164.6068302,3965.528182,1.138575638,0.03030303,0.111111111,8.70E-06,2.020661217,TRUE,FALSE,TRUE,FALSE
133,15677871,Cocci,687,38,9,122570.87,1,1,1,35608.88,0,3.442143364,0.236842105,18.07894737,0.428571429,0.000252746,32.71428571,0.01929294,29,7,5,8,2,2967.406667,178.4146579,3225.549211,3.442143364,0.026315789,0.111111111,2.81E-05,0.802869769,FALSE,FALSE,FALSE,TRUE
134,15642004,Alekseeva,686,25,1,0,2,0,1,16459.37,0,0,0.04,27.44,0.125,6.08E-05,85.75,0.041678387,24,7,1,1,1,1371.614167,0,0,0,0,2,0.000121511,0.371107729,FALSE,FALSE,FALSE,TRUE
135,15712543,Chinweike,789,39,7,124828.46,2,1,1,124411.08,0,1.003354846,0.179487179,20.23076923,0.318181818,5.63E-05,35.86363636,0.006341879,32,10,5,8,7,10367.59,158.2109759,3200.729744,1.003354846,0.025641026,0.285714286,1.61E-05,2.187255274,TRUE,FALSE,FALSE,TRUE
136,15584518,Arthur,589,50,5,144895.05,2,1,1,34941.23,0,4.146821677,0.1,11.78,0.151515152,0.000143097,17.84848485,0.016856877,45,3,8,9,2,2911.769167,246.0017827,2897.901,4.146821677,0.02,0.4,5.72E-05,0.614297293,TRUE,FALSE,TRUE,FALSE
137,15802381,Li,461,34,5,63663.93,1,0,1,167784.28,0,0.379439182,0.147058824,13.55882353,0.294117647,2.98E-05,27.11764706,0.002747576,29,1,3,4,9,13982.02333,138.0996312,1872.468529,0.379439182,0,0.2,5.96E-06,2.949793952,TRUE,FALSE,TRUE,FALSE
138,15610156,Ma,637,40,2,133463.1,1,0,1,93165.34,0,1.432540256,0.05,15.925,0.086956522,2.15E-05,27.69565217,0.006837307,38,5,5,8,5,7763.778333,209.5182104,3336.5775,1.432540256,0,0.5,1.07E-05,2.100589376,FALSE,FALSE,FALSE,TRUE
139,15594408,Chia,584,48,2,213146.2,1,1,0,75161.25,1,2.835852251,0.041666667,12.16666667,0.064516129,2.66E-05,18.83870968,0.007769961,46,3,7,10,4,6263.4375,364.9763699,4440.545833,2.835852251,0.020833333,0.5,1.33E-05,2.775116305,FALSE,TRUE,TRUE,FALSE
140,15640905,Vasin,579,35,1,129490.36,2,0,1,8590.83,1,15.07309073,0.028571429,16.54285714,0.055555556,0.000116403,32.16666667,0.067397446,34,3,4,8,1,715.9025,223.6448359,3699.724571,15.07309073,0,2,0.000232806,0.317192069,FALSE,TRUE,TRUE,FALSE
141,15698932,Groves,756,44,10,137452.09,1,1,0,189543.9,0,0.725172849,0.227272727,17.18181818,0.37037037,5.28E-05,28,0.003988522,34,9,7,9,10,15795.325,181.8149339,3123.911136,0.725172849,0.022727273,0.1,5.28E-06,3.332347046,TRUE,FALSE,FALSE,TRUE
142,15724944,Tien,663,34,7,0,2,1,1,180427.24,0,0,0.205882353,19.5,0.411764706,3.88E-05,39,0.003674611,27,6,3,1,10,15035.60333,0,0,0,0.029411765,0.285714286,1.11E-05,4.068074495,FALSE,FALSE,FALSE,TRUE
143,15628145,Forwood,682,43,5,125851.93,1,1,1,193318.33,0,0.651008779,0.11627907,15.86046512,0.192307692,2.59E-05,26.23076923,0.00352786,38,7,6,8,10,16109.86083,184.5336217,2926.78907,0.651008779,0.023255814,0.2,5.17E-06,4.35872858,FALSE,FALSE,TRUE,FALSE
144,15713483,Greeves,793,52,2,0,1,1,0,159123.82,1,0,0.038461538,15.25,0.057142857,1.26E-05,22.65714286,0.00498354,50,10,8,1,8,13260.31833,0,0,0,0.019230769,0.5,6.28E-06,5.875196426,FALSE,TRUE,FALSE,TRUE
145,15612350,Taylor,691,31,5,40915.55,1,1,0,126213.84,1,0.324176414,0.161290323,22.29032258,0.357142857,3.96E-05,49.35714286,0.005474835,26,7,2,4,7,10517.82,59.21208394,1319.856452,0.324176414,0.032258065,0.2,7.92E-06,2.845730519,FALSE,FALSE,TRUE,FALSE
146,15800703,Madukwe,485,21,5,113157.22,1,1,1,54141.5,0,2.090027428,0.238095238,23.0952381,1.25,9.24E-05,121.25,0.008958008,16,1,1,7,3,4511.791667,233.3138557,5388.439048,2.090027428,0.047619048,0.2,1.85E-05,1.999021563,FALSE,TRUE,TRUE,FALSE
147,15705707,Bennelong,635,29,8,138296.94,2,1,0,141075.51,0,0.980304377,0.275862069,21.89655172,0.666666667,5.67E-05,52.91666667,0.004501136,21,5,2,9,8,11756.2925,217.7904567,4768.86,0.980304377,0.034482759,0.25,1.42E-05,5.208813691,FALSE,TRUE,TRUE,FALSE
148,15754105,Olisanugo,650,37,5,106967.18,1,0,0,24495.03,0,4.366893202,0.135135135,17.56756757,0.25,0.000204123,32.5,0.026535995,32,5,4,6,2,2041.2525,164.5648923,2891.004865,4.366893202,0,0.2,4.08E-05,0.552286932,FALSE,FALSE,FALSE,TRUE
149,15703264,Chukwufumnanya,735,44,9,120681.63,1,1,0,74836.34,0,1.612607324,0.204545455,16.70454545,0.333333333,0.000120262,27.22222222,0.009821432,35,8,7,7,4,6236.361667,164.1926939,2742.764318,1.612607324,0.022727273,0.111111111,1.34E-05,1.687327291,FALSE,FALSE,FALSE,TRUE
150,15794413,Harris,416,32,0,0,2,0,1,878.87,0,0,0,13,0,0,27.73333333,0.473335078,32,1,2,1,1,73.23916667,0,0,0,0,2,0.002275649,0.019815792,FALSE,FALSE,FALSE,TRUE
151,15650237,Morgan,754,32,7,0,2,1,0,89520.75,0,0,0.21875,23.5625,0.466666667,7.82E-05,50.26666667,0.008422628,25,9,2,1,5,7460.0625,0,0,0,0.03125,0.285714286,2.23E-05,3.305300177,FALSE,TRUE,TRUE,FALSE
152,15759618,Alexeeva,535,48,9,0,1,1,0,149892.79,1,0,0.1875,11.14583333,0.290322581,6.00E-05,17.25806452,0.003569218,39,2,7,1,8,12491.06583,0,0,0,0.020833333,0.111111111,6.67E-06,3.379617379,FALSE,FALSE,TRUE,FALSE
153,15811589,Metcalfe,716,42,8,0,2,1,0,180800.42,0,0,0.19047619,17.04761905,0.32,4.42E-05,28.64,0.003960168,34,8,6,1,10,15066.70167,0,0,0,0.023809524,0.25,1.11E-05,6.675543494,FALSE,TRUE,FALSE,TRUE
154,15689044,Humphries,539,37,2,127609.59,1,1,0,98646.22,0,1.293608513,0.054054054,14.56756757,0.1,2.03E-05,26.95,0.00546397,35,2,4,8,5,8220.518333,236.7524861,3448.907838,1.293608513,0.027027027,0.5,1.01E-05,2.224166216,FALSE,FALSE,FALSE,TRUE
155,15709368,Milne,614,43,6,0,2,1,1,109041.53,0,0,0.139534884,14.27906977,0.230769231,5.50E-05,23.61538462,0.005630882,37,4,6,1,6,9086.794167,0,0,0,0.023255814,0.333333333,1.83E-05,2.458548205,FALSE,FALSE,TRUE,FALSE
156,15679145,Chou,706,57,7,0,1,1,0,17941.16,1,0,0.122807018,12.38596491,0.175,0.000390164,17.65,0.039350856,50,8,8,1,1,1495.096667,0,0,0,0.01754386,0.142857143,5.57E-05,0.662426525,FALSE,TRUE,FALSE,TRUE
157,15655007,Li,758,33,7,0,2,0,0,82996.47,0,0,0.212121212,22.96969697,0.4375,8.43E-05,47.375,0.009132919,26,9,3,1,5,6916.3725,0,0,0,0,0.285714286,2.41E-05,1.871312906,FALSE,FALSE,TRUE,FALSE
158,15623595,Clayton,586,28,2,0,2,1,1,92067.35,0,0,0.071428571,20.92857143,0.181818182,2.17E-05,53.27272727,0.006364906,26,3,1,1,5,7672.279167,0,0,0,0.035714286,1,2.17E-05,3.39932617,FALSE,TRUE,TRUE,FALSE
160,15804017,Chigolum,631,33,4,123246.7,1,0,0,112687.57,0,1.093702704,0.121212121,19.12121212,0.25,3.55E-05,39.4375,0.005599553,29,5,3,8,6,9390.630833,195.3196513,3734.748485,1.093702704,0,0.25,8.87E-06,1.981145745,TRUE,FALSE,TRUE,FALSE
161,15692132,Wilkinson,717,22,6,101060.25,1,0,1,84699.56,0,1.193161452,0.272727273,32.59090909,1.2,7.08E-05,143.4,0.008465215,16,8,1,6,5,7058.296667,140.9487448,4593.647727,1.193161452,0,0.166666667,1.18E-05,3.12729139,FALSE,TRUE,TRUE,FALSE
162,15641122,Wei,684,30,2,0,2,1,0,83473.82,0,0,0.066666667,22.8,0.153846154,2.40E-05,52.61538462,0.008194186,28,7,2,1,5,6956.151667,0,0,0,0.033333333,1,2.40E-05,1.882075667,FALSE,FALSE,FALSE,TRUE
163,15630910,Treacy,800,49,7,108007.36,1,0,0,47125.11,0,2.291928019,0.142857143,16.32653061,0.21875,0.000148541,25,0.016976088,42,10,8,6,3,3927.0925,135.0092,2204.231837,2.291928019,0,0.142857143,2.12E-05,1.062525027,FALSE,FALSE,TRUE,FALSE
164,15680772,Hu,721,36,2,0,2,1,1,106977.8,0,0,0.055555556,20.02777778,0.105263158,1.87E-05,37.94736842,0.006739716,34,8,4,1,6,8914.816667,0,0,0,0.027777778,1,1.87E-05,3.949852311,FALSE,TRUE,TRUE,FALSE
165,15658929,Taverner,683,29,0,133702.89,1,1,0,55582.54,1,2.405483628,0,23.55172414,0,0,56.91666667,0.012288031,29,7,2,9,3,4631.878333,195.7582577,4610.444483,2.405483628,0.034482759,1,1.80E-05,2.052227884,FALSE,TRUE,FALSE,TRUE
166,15585388,Sherman,660,31,9,125189.75,2,1,1,139874.43,0,0.895015265,0.290322581,21.29032258,0.642857143,6.43E-05,47.14285714,0.004718518,22,6,2,8,8,11656.2025,189.6814394,4038.379032,0.895015265,0.032258065,0.222222222,1.43E-05,2.459114451,TRUE,FALSE,FALSE,TRUE
167,15724623,Taubman,704,24,7,113034.22,1,1,0,162503.48,1,0.695580304,0.291666667,29.33333333,1,4.31E-05,100.5714286,0.004332215,17,7,1,7,9,13541.95667,160.5599716,4709.759167,0.695580304,0.041666667,0.142857143,6.15E-06,2.856952883,TRUE,FALSE,TRUE,FALSE
168,15588537,Robinson,615,41,9,109013.23,1,1,0,196499.96,0,0.55477482,0.219512195,15,0.375,4.58E-05,25.625,0.003129772,32,4,6,6,10,16374.99667,177.2572846,2658.859268,0.55477482,0.024390244,0.111111111,5.09E-06,7.255204549,FALSE,TRUE,TRUE,FALSE
169,15574692,Pinto,667,39,2,0,2,1,0,40721.24,1,0,0.051282051,17.1025641,0.090909091,4.91E-05,30.31818182,0.016379658,37,6,5,1,2,3393.436667,0,0,0,0.025641026,1,4.91E-05,1.503516467,FALSE,TRUE,TRUE,FALSE
170,15611325,Wood,682,24,9,57929.81,2,0,0,53134.3,0,1.090252624,0.375,28.41666667,1.285714286,0.000169382,97.42857143,0.0128354,15,7,1,4,3,4427.858333,84.94107038,2413.742083,1.090252624,0,0.222222222,3.76E-05,0.934147328,TRUE,FALSE,FALSE,TRUE
171,15587562,Hawkins,484,29,4,130114.39,1,1,0,164017.89,0,0.79329389,0.137931034,16.68965517,0.333333333,2.44E-05,40.33333333,0.002950898,25,1,2,8,9,13668.1575,268.8313843,4486.703103,0.79329389,0.034482759,0.25,6.10E-06,3.698094562,FALSE,FALSE,TRUE,FALSE
172,15613172,Sun,628,27,5,95826.49,2,1,0,155996.96,0,0.614284342,0.185185185,23.25925926,0.5,3.21E-05,62.8,0.004025719,22,5,1,5,8,12999.74667,152.5899522,3549.129259,0.614284342,0.037037037,0.4,1.28E-05,2.742562588,TRUE,FALSE,FALSE,TRUE
173,15651022,Yost,480,44,10,129608.57,1,1,0,5472.7,1,23.68274709,0.227272727,10.90909091,0.37037037,0.001827252,17.77777778,0.087708078,34,1,7,8,1,456.0583333,270.0178542,2945.649318,23.68274709,0.022727273,0.1,0.000182725,0.096214838,TRUE,FALSE,FALSE,TRUE
174,15586310,Ting,578,30,4,169462.09,1,1,0,112187.11,0,1.510530844,0.133333333,19.26666667,0.307692308,3.57E-05,44.46153846,0.005152107,26,3,2,10,6,9348.925833,293.1870069,5648.736333,1.510530844,0.033333333,0.25,8.91E-06,2.529471275,FALSE,FALSE,FALSE,TRUE
175,15625524,Rowe,512,40,5,0,2,1,1,146457.83,0,0,0.125,12.8,0.217391304,3.41E-05,22.26086957,0.003495887,35,1,5,1,8,12204.81917,0,0,0,0.025,0.4,1.37E-05,3.302169688,FALSE,FALSE,FALSE,TRUE
176,15755209,Fu,484,35,7,133868.21,1,1,1,27286.1,0,4.906095411,0.2,13.82857143,0.388888889,0.000256541,26.88888889,0.017737969,28,1,4,9,2,2273.841667,276.5872107,3824.806,4.906095411,0.028571429,0.142857143,3.66E-05,1.00746197,FALSE,TRUE,TRUE,FALSE
177,15645248,Ho,510,30,0,0,2,1,1,130553.47,0,0,0,17,0,0,39.23076923,0.003906445,30,1,2,1,7,10879.45583,0,0,0,0.033333333,2,1.53E-05,2.943575712,FALSE,FALSE,TRUE,FALSE
178,15790355,Okechukwu,606,36,5,190479.48,2,0,0,179351.89,0,1.062043338,0.138888889,16.83333333,0.263157895,2.79E-05,31.89473684,0.003378833,31,4,4,10,9,14945.99083,314.3225743,5291.096667,1.062043338,0,0.4,1.12E-05,3.153162623,TRUE,FALSE,FALSE,TRUE
179,15762615,Campbell,597,40,8,101993.12,1,0,1,94774.12,0,1.076170583,0.2,14.925,0.347826087,8.44E-05,25.95652174,0.006299188,32,3,5,6,5,7897.843333,170.8427471,2549.828,1.076170583,0,0.125,1.06E-05,3.499265987,FALSE,TRUE,TRUE,FALSE
180,15625426,Ashbolt,754,55,3,161608.81,1,1,0,8080.85,1,19.99898649,0.054545455,13.70909091,0.078947368,0.000371248,19.84210526,0.093307016,52,9,8,10,1,673.4041667,214.3352918,2938.342,19.99898649,0.018181818,0.333333333,0.000123749,0.14206839,TRUE,FALSE,TRUE,FALSE
181,15716334,Rozier,850,45,2,122311.21,1,1,1,19482.5,0,6.27800385,0.044444444,18.88888889,0.071428571,0.000102656,30.35714286,0.043628898,43,10,7,8,1,1623.541667,143.8955412,2718.026889,6.27800385,0.022222222,0.5,5.13E-05,0.719336139,FALSE,TRUE,TRUE,FALSE
183,15621075,Ogbonnaya,778,45,1,162150.42,2,1,0,174531.27,0,0.929062282,0.022222222,17.28888889,0.035714286,5.73E-06,27.78571429,0.004457654,44,10,7,10,9,14544.2725,208.419563,3603.342667,0.929062282,0.022222222,2,1.15E-05,3.06841192,TRUE,FALSE,TRUE,FALSE
184,15810845,T'ang,636,42,2,0,2,1,1,55470.78,0,0,0.047619048,15.14285714,0.08,3.61E-05,25.44,0.011465496,40,5,6,1,3,4622.565,0,0,0,0.023809524,1,3.61E-05,1.250693994,FALSE,FALSE,FALSE,TRUE
185,15719377,Cocci,804,50,4,0,1,1,1,8546.87,1,0,0.08,16.08,0.121212121,0.000468008,24.36363636,0.094069525,46,10,8,1,1,712.2391667,0,0,0,0.02,0.25,0.000117002,0.192705402,FALSE,FALSE,TRUE,FALSE
186,15654506,Chang,514,32,8,0,2,1,0,95857.18,0,0,0.25,16.0625,0.533333333,8.35E-05,34.26666667,0.005362144,24,1,2,1,5,7988.098333,0,0,0,0.03125,0.25,2.09E-05,2.161282017,FALSE,FALSE,FALSE,TRUE
187,15771977,T'ao,730,39,1,99010.67,1,1,0,194945.8,0,0.507888193,0.025641026,18.71794872,0.045454545,5.13E-06,33.18181818,0.003744631,38,8,5,6,10,16245.48333,135.6310548,2538.735128,0.507888193,0.025641026,1,5.13E-06,4.39542298,FALSE,FALSE,TRUE,FALSE
188,15708710,Ford,525,37,0,0,1,0,1,131521.72,0,0,0,14.18918919,0,0,26.25,0.003991736,37,2,4,1,7,10960.14333,0,0,0,0,1,7.60E-06,4.856067051,FALSE,TRUE,TRUE,FALSE
189,15726676,Marshall,616,30,5,0,2,0,1,196108.51,0,0,0.166666667,20.53333333,0.384615385,2.55E-05,47.38461538,0.003141118,25,4,2,1,10,16342.37583,0,0,0,0,0.4,1.02E-05,7.240751366,FALSE,TRUE,FALSE,TRUE
190,15587421,Tsai,687,34,7,111388.18,2,1,0,148564.76,0,0.749761787,0.205882353,20.20588235,0.411764706,4.71E-05,40.41176471,0.004624246,27,7,3,7,8,12380.39667,162.1370888,3276.122941,0.749761787,0.029411765,0.285714286,1.35E-05,2.611898031,TRUE,FALSE,TRUE,FALSE
191,15726931,Onwumelu,715,41,8,56214.85,2,0,0,92982.61,1,0.604573801,0.195121951,17.43902439,0.333333333,8.60E-05,29.79166667,0.00768961,33,8,6,4,5,7748.550833,78.62216783,1371.093902,0.604573801,0,0.25,2.15E-05,2.096469381,FALSE,FALSE,TRUE,FALSE
192,15771086,Graham,512,36,3,84327.77,2,1,0,17675.36,0,4.770922346,0.083333333,14.22222222,0.157894737,0.000169728,26.94736842,0.028966878,33,1,4,5,1,1472.946667,164.7026758,2342.438056,4.770922346,0.027777778,0.666666667,0.000113152,0.398524531,FALSE,FALSE,TRUE,FALSE
193,15756850,Golovanov,479,40,1,0,2,0,0,114996.43,0,0,0.025,11.975,0.043478261,8.70E-06,20.82608696,0.004165347,39,1,5,1,6,9583.035833,0,0,0,0,2,1.74E-05,2.592812725,FALSE,FALSE,FALSE,TRUE
194,15702741,Potts,601,32,8,93012.89,1,1,0,86957.42,0,1.069637186,0.25,18.78125,0.533333333,9.20E-05,40.06666667,0.006911429,24,4,2,5,5,7246.451667,154.7635441,2906.652813,1.069637186,0.03125,0.125,1.15E-05,1.96062004,FALSE,FALSE,FALSE,TRUE
195,15679200,Crawford,580,29,9,61710.44,2,1,0,128077.8,0,0.481819956,0.310344828,20,0.75,7.03E-05,48.33333333,0.004528498,20,3,2,4,7,10673.15,106.3973103,2127.946207,0.481819956,0.034482759,0.222222222,1.56E-05,4.728910058,FALSE,TRUE,FALSE,TRUE
196,15594815,Aleshire,807,35,3,174790.15,1,1,1,600.36,0,291.1422313,0.085714286,23.05714286,0.166666667,0.004997002,44.83333333,1.344193484,32,10,4,10,1,50.03,216.5925031,4994.004286,291.1422313,0.028571429,0.333333333,0.001665667,0.013536255,FALSE,FALSE,FALSE,TRUE
